PC1,PC2
-0.6786305441301597,0.22149238586329467
-1.4214413995853543,-0.1943439400796656
-9.888497799077161,-1.8443611259377404
3.3735092573887977,1.8629323700320348
0.675403921516092,-1.3117782124456892
-7.7617996986115125,-0.9771315752855978
-3.9213553107642904,-3.1437410377942943
1.107889826775985,0.7445380517218652
-4.080301083473179,-1.3298400849922747
-3.245572339567414,-0.17240004926691876
3.0199474286562706,1.3481235600894457
-6.196597092359612,-2.9852906862942685
11.976796753996178,-0.4681254502994522
-9.054744374523644,-2.5582886343139633
-9.59162091464184,-2.2441976638384156
8.192629968006893,2.999525211502862
-3.118741588399447,-0.3248271801569831
-3.441455659979459,-0.0549620620830596
0.18811342649680232,-0.1555747286900626
-0.9829375896356729,-0.5749427696536474
-3.9021522529612787,1.0830476189293072
1.870604793350015,-0.915481780590673
-1.2092344614470318,-1.3380178417185087
14.418158280667031,2.322510359193237
-10.08060788651004,-2.411415990125086
-6.200888012379607,0.20887120340517168
2.201223375155747,0.9055887454728999
-17.632010963232464,-2.897713378438516
-13.271817286514075,-3.826753644842846
-2.578709342120251,-2.2059136456157336
-2.312637721636206,-2.988381339871488
19.327722347296664,0.20852014814361128
4.71295644705476,-2.2320178699889808
2.382117851675235,1.3520022867585526
-2.411883303121799,1.1820529101976827
-2.3684651691045455,-2.701368482574169
-3.004009757051774,1.1430848790618253
6.607559439788807,1.3290970059435916
-2.336775321190789,2.1672269655902667
-1.4943355062000712,-0.402049170778078
-5.491196978425766,-0.4230822287201426
14.95863680426636,1.2524388084448312
1.2792920847897602,0.16449698018336617
-4.728323737485995,-2.989612806799767
-0.6863184283167595,-2.4796043331965114
6.051313932998231,-0.374228388833592
-14.724343445237379,-2.9971812479823488
3.6562862656152118,-1.808076450729341
-6.157524972451521,-0.8983949220447224
-7.846210866688477,-0.9144400950316941
-14.373156341832457,-2.544123338485677
-15.903070730793363,-4.701916997045362
3.2585260831841505,0.037902736342318416
0.12949443707080868,-1.5092086233382307
-3.1050138277088153,0.4459237094021008
-8.769998530350344,-0.5139837550094104
4.773208970002488,0.7656144870169843
-0.7360772696603486,-1.7798412057083706
-6.404775191068023,-0.652301349934391
2.35327941098587,1.570753653014145
-2.8765233962783223,-0.10207844545211134
-7.296082383402199,-1.392577340383527
-5.109759413853514,-3.4381427283663615
-13.498296911197194,-1.1520228683298308
13.506476451116782,3.2589341516271575
9.374722654465655,0.36044368832798496
-0.17196176071241157,1.2001585009137128
1.0503187054398007,-1.1477336624847843
3.1606548654941324,1.116493538289148
1.8263871623757464,-0.1616363660175992
-0.7479785207004971,-0.26696030088363804
2.5687251902651944,0.5633071538663972
-10.458887828575063,-2.662129288249847
8.268609180641624,1.4992898785988522
4.218296824114319,0.874709610366047
1.2434479114677923,-0.5636298813746408
-6.2588531546436625,-2.816424952426615
5.186239117009138,-1.6926386941440885
4.272090566268593,1.7116040928972165
-6.359317913152693,-0.42720562743707335
-3.9337416777966845,-2.0812173228982864
8.84103524353274,2.155601440260521
-3.8267488790030386,-5.536231204589797
10.247735703935447,-0.0672558911812337
-2.4464808012777386,0.06656836811680962
3.463729707685913,1.155465048319712
3.156964703606658,-0.510064737669003
-7.824268995556676,-1.1333939680069864
8.37687854854331,0.2065491534316555
-0.5738500377367625,0.5675346092458424
3.4184570971164785,-0.5548284282116819
