bResult,gamelength,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1,46,-1.4058899027470613,-0.13307718083760053,0.07543336310860098,-0.19187253762929093,-0.0017914798512575615,-0.07505856319208713,-0.1366635239101256,0.19226375615411584,-0.2000512440465062,0.2974001561844211
1,38,2.8547495626656088,-1.111135082048129,-2.0451647752013287,-1.0846804071024483,-7.5543550682498966,0.8796640631247203,-0.3843107827569024,0.09453619720604754,0.06785263804147651,0.03960490512952223
0,31,-7.875537537770964,-1.4217691248985724,-0.40192630715452915,-0.06524674238887407,-0.04889031297237852,0.04623808036402041,-1.2168153172215004,0.23643260441815028,-1.2374018245622131,0.09183905707738642
1,33,6.511359346100063,1.1304771598095011,-0.47608179355953667,0.34169309836886014,0.25387203373074246,1.65859226810227,0.45380430086898915,-0.443066039234724,1.2382243438965426,0.5469966171831108
1,38,5.442422120289351,0.13003172651581435,0.8641457608970446,-0.9188456163239167,0.07358408185503626,0.3322697795229271,0.10208213814234082,-0.29736894404831116,0.032952045264408925,-0.1455751042916082
0,40,-3.8118366878518417,2.199870740261773,0.6376652912947802,-0.3062676539971778,0.03369040915355356,-0.1647091310896119,0.3063067851226646,-0.250094630059474,0.1614583492727006,0.1094014753237666
1,39,2.248797814347428,-1.298390310936793,0.7176912999221925,-1.0674633610231996,-0.004902406314331381,-0.11904896796774729,-0.35639745883911866,0.124385041980159,-0.43946713055687747,-0.03288673719946018
1,40,3.477401733058052,0.49378206105637534,0.6583040999720231,-0.707538365464532,0.00544112819960289,-0.28911802353529986,-0.3721785841189172,0.7438900018186986,0.4918901152958884,0.2471273781670757
0,39,-1.1955045176117567,-2.7173338462479273,-1.6858226083520678,0.3966262063173557,0.14642131030718447,1.0615630941464271,-0.5195894352541471,-0.029976150280238135,-0.35035307394033705,0.19742132555742592
0,49,0.7619043300664398,0.6561856052863411,0.524251938192992,-0.8103533302657537,0.08843053687471412,0.08405404229326208,0.5203384217722005,-0.5084961441736368,-0.18135810256036872,-0.019344433183741568
1,35,4.104637782132882,-0.349304136595195,0.7574512547493235,-1.31401194328899,0.07872343072981877,0.04957307708308225,0.39194941006558887,-0.0339328039936803,-0.3392045880956464,0.45597927374016745
0,36,-1.7550844254592897,0.4257566687010819,0.9582988511252696,-0.6683483859960843,-0.05714891519546297,-0.02548200508704543,-1.3672546169933457,0.7881608245962239,-0.4413723381865432,-0.605839728212266
1,43,2.7411197828649567,1.0777392745826262,-0.13250043251971214,1.2626348797629532,-0.08082586080841181,-0.3673380740333811,0.10905807976329474,0.17476678532236106,0.547474771760364,0.292953429925567
0,32,-9.401495749198004,2.668702586311019,0.2634876239723973,0.783958133600477,-0.14796718095836073,-1.5007285923136815,0.9025677216413058,0.06473697432791645,0.17521025735311752,-0.3234580197501593
1,31,7.629351201669257,1.7593938646971272,1.4244455606844009,-0.20121051649230742,-0.043260705706823874,0.04262802635542705,-0.303816032434698,-0.6738137738011294,-0.762341801516186,0.14161359143980048
1,36,5.02409876286583,-0.2850733279640304,0.426247793592803,-0.39997466628258366,-0.006912971035239144,-0.4682044437009484,0.5647724592549939,-0.13704123172787272,-0.30428979654314015,-0.2262788711498196
0,41,-0.38290410776932915,0.8401578789303548,-0.15150796764803517,-0.655839116117847,0.1930520570566263,0.449463079735081,0.5997641053818147,0.14037831997787867,0.8046312239910532,-0.482290665689615
1,31,10.96989762468647,4.578805060664498,-4.6229284530979005,-4.738235897727444,1.0542012613234522,-3.687058336829813,-0.049047843581919826,-1.779036925785369,0.5707650031037221,0.6631294831124417
1,30,5.769879707813832,-3.8027305694534848,-1.0147608120923908,-0.11533409418854772,0.0936160342868241,0.8541124500048196,-0.6041735030775084,-0.12614266581854572,-0.36400491777106847,0.43964480502700026
0,45,1.109304743767542,0.061135035797540115,1.2093694104912804,-0.5654463982965131,-0.06077224584612651,0.059636226908716644,0.08929703650826483,-0.14903641992953995,-0.4447960430987639,0.18126193592645862
1,42,-0.5063633300444775,-0.9735396001173446,-1.0959441931167242,1.0672728708940906,-0.0007189875067567338,-0.0019008082414775545,0.19629207891070385,-0.32359742430070504,-0.00017875566451122212,-0.07349439874419657
0,35,-12.25771194779188,2.142524989554571,-1.661985992089617,2.9720606915855474,-0.15534864728522005,-0.6737021049934859,-0.2934943927543753,0.3373106786499974,0.11067774517059506,-0.11973802886096208
0,43,-5.392412615714448,0.21732861035232917,-0.6322632159008761,-0.11102357848516711,0.14776098618980368,1.1024551388797148,-1.17712989951039,0.5886998233135429,0.21885151739169575,-0.05212691058213147
1,37,-2.3202483408168426,0.450529007912835,-0.6461949664033193,0.21074923741424242,0.160119100414652,0.579502125589139,1.302744858968948,-1.3139808639759294,-0.00022507547578673877,0.3038018799571512
1,40,3.0849285549701535,-0.352860478287692,-0.5618319032317365,-0.15666706446917775,0.13580738303262024,0.4235876368719924,-0.06710560726933215,-0.14679346019012657,-0.2784991872273212,-0.1765275807024494
0,46,1.43129137788976,1.2920576714459662,0.2713977609114072,0.5682989974631132,-0.05665141990952945,-0.26391184618074814,-0.10821726143665886,0.32491009218501077,0.5090048398174865,0.12444525317802914
1,48,3.2218777243573395,1.0737866726339025,1.0871070079774903,-0.2209307605988939,-0.07664719395657343,-0.24899307674896026,-0.34718620204979356,0.33046504991119025,-0.059261073665240874,0.7167132463162187
1,39,-3.1230714244832836,-1.2605580454753704,-1.4211927133962214,0.7743119038031608,0.10902648987564476,0.7438634653535251,0.28854779333266944,-1.0665150298599748,-0.8301586347234691,0.12552975844307174
0,40,2.153638163747106,-0.7347957831024251,1.5890176551260702,-1.7987519224340691,-0.021367291384326047,-0.27785304622283585,-0.12328507863923974,-0.047924209259133536,-0.3847030507277549,-0.1282125828815618
0,49,-0.5970771343397421,-3.561784925936684,1.2932328039137277,0.08414968135272555,7.6263828024442555,-0.7873035457574703,0.30838321181119704,0.4488938691315067,0.12610988708211063,-0.5994501499775176
1,37,4.521758957799922,0.29206111368013976,0.6345668208670906,-0.1813580664800006,-0.014641483234429284,-0.0071619030893989,-0.08179065669513998,-0.2988072667857125,-0.24467523944087544,0.41505100734578265
0,35,-10.762492347210202,-5.72715925369948,3.8118499548848472,-0.08636587045171415,-0.8233839117956511,-1.1942194883290986,-1.5792902940821967,-3.904181432689533,2.1300769355303215,-0.48395162448136664
1,44,-0.7907773353609207,-0.9242765756516071,-0.5558409248202432,0.1755573149998191,0.029855044476950417,0.03472444659885674,-0.2588092335888628,-0.2457444814900847,-0.49865849697616205,-0.39020709476805765
1,54,1.5878611663833535,0.39242935996489403,0.14486373466645328,0.8587690914192682,-0.10603863669826659,-0.3477290724985135,-0.6425559387848843,-0.6591163284994651,-1.4703063067447317,-0.2628364857384454
0,47,-0.649622858318953,-3.0677673443656923,0.8206199910068241,-1.9909570132144154,-0.06395800531835381,-0.6388901146089647,-0.657925636699044,1.0959078227324872,-0.2951097578891758,-0.2508949926523158
0,33,-3.29222845766831,2.887219418515912,0.2803438709973133,0.793744090266896,-0.01299679576490411,0.0908390449193106,-0.5897943571794189,-0.23613638591311356,-0.7571276886680843,-0.4709881548834897
1,30,7.865164635786772,-2.6986696117802116,-0.23674937975814236,-0.4497591837961939,0.030455121014286164,0.16466764457510963,-0.09130143291739286,0.18308755072521665,-0.13790586121597187,-0.0074891740873152665
0,34,-3.806252602236364,0.7600657037871994,0.7504871380593345,-0.38512028270882914,-0.0798720609033718,-0.6975147396558941,-0.09191061679755312,0.114190454077047,-0.2529021056518253,0.049101287724145376
1,49,2.734272515705647,-1.959548895715367,-0.7860810061078103,0.8367374492790773,-0.06368175153049067,-0.17004182163005158,-0.10204336606175861,0.12573140408722155,0.5555338557831,-0.3253737386003955
1,33,6.269490523507751,-0.4865629256315325,-0.09739566286568822,0.3644964244983057,-0.01079246665915715,-0.40673961606297093,0.6524831615746034,-0.6803148007994552,-0.6219860063703695,0.720128448125825
1,33,7.483187640311696,-3.184678784391858,0.8391323885086127,-1.3499052023480562,-0.09311549494404106,-0.8685505882241513,0.10343764807171736,-0.12232721543850344,-1.1033805338529827,-0.18993830736178158
1,30,9.348700452441188,-0.07767957068916509,0.6661200353769613,0.3999272009265604,-0.2079340761951015,-1.7992344132570235,1.0161281739763666,0.024656413568672823,0.06659652619285789,0.11535627581035145
1,42,-3.378400057709602,0.4461812908994051,-0.7256027719671434,0.247309930830273,0.09195195740285061,0.20810478090059714,0.26492673617244394,0.018256895401565377,-0.36570154328584575,0.6696373955526884
0,55,-1.577631854560249,-0.5589985936984406,-0.8656670525523723,0.8237660101082472,-0.008221279706424098,-0.06495707267843799,-0.15287830973345534,0.45424075742006453,0.4009434158758802,-0.13191807913195933
1,38,2.8577243818895965,-2.0264401292338667,-0.2779742249613611,-0.08226839876227442,0.00355323215813822,0.07106080340737062,-0.043929684034455914,-0.22734469656854486,-0.20757786414240847,0.04393966733719644
1,51,5.884282056714449,1.818338119226354,0.3345276430656903,-0.13987006975163416,0.14581503284796957,0.6510927895075898,0.3881598228186575,0.17151918898643728,0.9593558402064163,0.17840528761109728
0,36,-4.587642799139275,2.1757354871591494,0.4205224829300456,0.06416431303966014,0.03806334012154647,0.30964336523804825,-0.2871913002850663,-0.23560802261588498,-0.366178256798653,-0.08479473984495363
0,46,-0.7518433861858625,5.567730825428587,-5.081203632911862,0.5901453902558704,0.9062166272596711,1.1336947738405239,2.0908548389912567,3.577222731208119,-1.6640746919749427,-0.569655122062416
1,40,5.039576840185353,-0.3730484463317283,0.3819984139990441,-0.42858787457274783,0.045945383136323306,0.0645701034784039,0.3122274877283077,-0.25607897319652834,-0.000803774313660106,-0.40596709801649516
0,46,0.1056555781023058,1.0591030825538361,0.6851509597233323,0.04913086178230452,-0.07718035995188083,-0.35818105224315405,-0.2851092582645396,0.45226337378728076,0.46956273864663756,0.15843147149881198
1,46,4.425266841896267,0.4710030605376614,0.4215325694492928,0.08082393566881066,0.0004986256076763009,0.2878927902113454,-0.5987477234979358,0.2860692029823519,0.23252666931247867,-0.2581428065128901
1,37,4.747569919949367,0.07709653797668292,0.47471420240268153,-0.39308550541061177,0.018879192558053936,-0.07703578260422919,0.11578913419326428,0.28692370170233344,0.644581277427431,-0.7167192130706767
1,45,2.6090299469709795,-0.3579818833447516,0.550950187508378,-0.030873083328739608,-0.0999746202676419,-0.6557670366759107,0.05580017318142691,-0.04720269334838221,-0.05216775586872226,-0.37036732102703873
1,31,6.92130456677973,-2.2791758328988077,-0.660635464504185,0.7760579012609727,-0.041028453352519964,0.5164665842072196,-1.4585510727179831,0.7468651068407648,0.186320993777114,0.40159130612452004
0,31,-8.46780260958916,1.7803806682761623,0.12437025896882858,0.4137957347508388,-0.09733057637927449,-1.1222317254423155,0.6410186789377081,0.16059808853579835,-0.11995816791295431,0.30657602179072657
0,33,-5.593515446580289,2.5606541593526218,1.7657690762015983,-0.8326994374992944,-0.12507165807555815,-0.959780721389688,0.14685240203826233,0.7797815065107602,1.051036655304757,-0.6871473055395092
0,37,2.3149513759146636,-0.4244822925589235,0.6525957958387735,-1.1529279822306482,0.1193119672991355,1.1786777587703032,-0.9445833915070532,0.26722198793250485,0.05846139744684155,0.8013594008688459
1,38,0.6347554953432003,0.817996156201896,1.259508720842888,-1.1163363558220327,6.767252457592092e-06,-0.2536505529360422,0.06865063846612686,0.32571118382806247,0.4024305435561661,-0.6648392887065968
0,45,-1.0918219370770974,0.46220128150659057,-1.6991013878339305,-0.6218991878919696,-7.655823071709017,0.033041743961076425,0.31221658934834795,-0.2871138448191926,0.13913593787883435,-0.24381219430488862
0,40,-1.2285027287056587,3.3840759710011157,1.0347991527210234,0.5249461822142415,-0.12798014813824396,-0.9697923783324707,0.38152828550335005,0.21870224236775596,0.5027939636005849,0.18806095880734736
1,42,0.6228600388157103,0.4813742800060659,-0.04736680663848249,-0.02479664339869774,0.08894786110509764,0.3013970988585364,0.30013360129157823,-0.5654511097960674,-0.14262396511919637,-1.519669240560277
1,47,-1.7663818276116394,0.40500209702434337,0.5814986574228436,-0.9440692648014428,0.10312947947488303,0.5625086204966373,-0.14131873873582745,0.1708647693814983,0.42546685218721564,-0.6682476929149742
1,42,7.046357011197416,0.7713927294850336,0.8223059949903254,-0.45443617093490796,0.057692664653923635,0.4678773457900023,-0.5433251663338573,-0.7273882387392009,-0.9478608193156529,-0.2016696357509861
0,37,-3.8267521384045313,2.8407929232022466,1.2285159921400617,0.29849322968110586,-0.07077001548368372,0.11332696895650674,-0.09528497524508546,-0.5576893976463918,0.1207862676724455,0.4605258346830254
0,45,-3.5575780323093094,-1.5939333313759618,-0.5890827884602217,0.1255231949746226,-0.014221801229918096,-0.018247328580814095,-0.6175231292912368,0.25883563799136766,-0.4278218118768594,0.05353880505566739
0,34,-0.3652200246854332,-0.23776038568104524,-1.3682471562308087,-1.2726943773190293,-7.626445599778128,0.7058843695445137,-0.7013494544522905,0.9720512275655324,1.0682632442695295,-0.7375213114479565
1,36,2.172543020527156,-1.270931373810864,1.758251729946111,1.420983857100164,7.423153787228108,-2.1768254322374183,0.821496459638651,0.7404737942029794,0.8826166104294534,-0.7603559590340089
0,36,-6.924000784653935,0.29482110236137427,0.5791513681469959,-1.0905747049215653,0.03729511381476762,0.02258669629313232,-0.08161012410280084,0.3669342512428571,0.14632634737855113,-0.04999630848791894
0,42,-2.0140611023813872,0.15989559179989418,0.07471652038019322,0.18198722186267677,0.003984272926659953,0.3871019506124378,-0.2781800405049468,0.32398515133784,0.2845263365312845,0.30294992160568424
1,35,4.497455707101918,-1.1987787027156802,-0.21554855103616968,-0.8953835314264877,0.2144503093152855,1.196666606556693,-0.01647890155678819,-0.36898308370154753,0.2805405850094586,0.3867553724876105
1,40,2.631103772550973,0.020071597002775377,0.06301485339022876,-0.9951072721747641,0.21109821234226211,0.7744497304512724,0.5222763444674138,0.7220564462597749,1.736181162885437,-0.9277953604109535
0,33,-6.2511636849607335,-1.462641105944656,0.24956303989347536,-2.0410909582304675,0.18486391813297062,0.7945256650623103,0.16538150590809067,0.16866410810086127,0.22994556707247066,0.2298797669621862
1,34,1.0069459318788918,-1.63210965205083,-1.7367528697074561,2.8032078656548145,-0.2551396206737661,-1.3009374573237962,-0.37621268976256494,0.65021884746965,0.2913229323292689,-0.22651735747679497
0,34,-6.806598990467106,3.2930333207033335,0.355228980885746,0.250840746676125,0.023306196864743875,-0.12061168125412385,0.40358343886152964,0.016323269286560055,0.0753359354843454,0.8460183243716092
0,46,1.2365452752151838,-0.288089026686388,0.32170743312494243,-1.1574754064783004,0.13971085331799013,0.31517311569126044,0.66727899738157,-0.7129422900107232,-0.21635498423095373,0.23098868473908632
1,46,-3.397950428103217,-0.8854881454946416,-0.3638262112752204,0.0703132879877936,0.013809421103618241,0.14395719064623344,-0.0355367570886308,-0.38701549147307274,-0.34167226611131524,-0.10644731956574356
0,44,-2.4393019522409602,1.637487919947866,0.07516859217348397,0.8048122914685872,-0.08763335121822376,-0.8641848328854322,0.1600442701003962,-0.297763168490554,-0.35782267842047133,-0.44431364825269154
1,33,4.375543626198751,-1.546107797344472,-0.9139403676987446,1.0136213974809314,-0.02217532029910348,0.019757188446154348,-0.1939240228393581,-0.07815030249183971,-0.040379742477204446,-0.2069737851381023
0,34,-6.874534309244014,1.3178095416594584,0.8297124928236297,-0.9985652389046985,0.02845760406638082,0.2571609972590929,-1.3090565837873454,0.9005423668014055,0.003504598481688978,-0.961429424029663
0,43,0.5782679685119196,0.32538653060661105,-1.5534355274639495,-0.8801928857035665,-7.648467812481104,0.05679783823960787,0.12122707622721735,0.07502124562179101,0.3173459647885731,0.14040830411217384
1,42,-1.8855890682295284,2.3026691330899793,0.7489277219262076,0.24370316782851192,-0.032531018164011355,0.13077568643248502,-0.3150390313553523,-0.4092573981137203,-0.4336753992881692,0.8406730072621084
1,35,7.329832559994507,-1.2321505735063887,0.6863917734547191,-0.6920107363650668,0.01614256282849569,0.14080290904793352,0.05863651996041417,-0.8280241687896994,-0.6615062047805521,-0.21440220211135894
0,40,0.24279597976774528,0.8308579603478246,0.09072617618920763,-0.4782212745834864,0.193595858119759,1.2633313378938995,0.10901657508757367,-0.7500822110700489,-0.2078678523621488,0.11665258215820622
1,35,1.4513262476316953,-0.9647554476701974,0.18568827597944834,-0.684525872405553,0.048697874150438275,0.0864614812405938,0.2056841932099192,-0.12980750073369568,-0.19640933533301713,0.4208452201257441
0,43,-0.48785355833728833,0.012223068749586471,0.789976642203578,-0.927107637279966,0.020672644645010858,-0.0028381432523954934,-0.0437632705150603,-0.3738912567893373,-0.8132131698577306,0.5840346926154029
0,33,-15.596585957687482,-1.777576742517158,-0.6232541798484247,-2.2520187182475304,0.26544321310297897,0.45998194958659216,1.4321241229145252,-0.19763528569553127,0.2707825829497529,0.2944917366612693
0,36,-7.941104956494417,-1.1092155251411044,-0.7238341044978672,0.14119964940241508,0.02566285380846526,0.3399948049353459,-0.45382407041791367,-0.07550957269857535,-0.19967128220745534,-0.598582278576687
1,43,5.129574685434342,-1.361082986771012,0.20622710340628855,-0.9153317528852656,0.10595245529116279,0.37830273553367194,0.28584302176509185,-0.1245045129212732,0.2697075906594875,-0.48008255951102463
0,38,-6.623130410817504,-0.33592145415397034,-0.3169676651258716,-0.7709328257152849,0.14564209915509357,0.49130019436780165,0.315038898344403,-0.354187882769432,-0.3217037289997664,-0.7038764771538848
1,50,-0.7129603448425482,0.42184748578271647,-0.8958883648878924,0.8426656601083004,0.09737765333895232,0.481131551766522,0.4398803688100551,-0.42704750169078715,0.3051241690217504,0.08831378615861189
0,37,2.5416762268735034,0.7583461787967093,1.6544962893622734,-2.0052685276508266,0.09136960753610668,0.34394290356810353,-0.0109391424426778,0.1974548472347754,0.05322297044109773,0.6016599328442489
0,33,-5.410016927177424,1.8274907679082055,1.0046263141599414,-0.7396870554429821,-0.035136741012380894,-0.46420068608309706,-0.1077000215850563,0.5365378457114967,-0.12319492055245825,0.13974115248699684
0,40,-4.555481548359144,-0.3362379269122036,-0.16844722058370523,0.22124998769087642,-0.05409302996242396,-0.15385891897229165,-0.5410200261735503,0.22646758450598073,-0.2530592276480782,-0.4361708632481774
0,48,-1.3787155061668934,1.1426117245044791,1.5450282574043006,-1.2924254805925801,0.023299455022233195,0.2037617520125547,0.0966248983502271,0.1351870736150292,-0.06992065300271588,-0.31774715445306523
0,44,-3.184950969503704,0.20019853269656654,-0.3095622554748667,0.48007991113094456,-0.0687344330957516,-0.6280616503833013,-0.0534705801864126,0.6069876255058165,0.02748191113510953,-0.3553794880546512
0,39,-1.5905147016563053,-2.0111645695581215,0.37531711979978444,1.4557674790571613,7.7762992423831125,0.7752201341933765,-0.0902730842692545,-0.8634336463652191,-0.9590408829877449,0.21337827595072947
0,44,2.9064219562132063,1.0562404503786775,0.3683791183771767,0.8267213032770893,-0.1352353117523487,-0.6553871814043463,-0.272273763335555,0.3191955736183964,-0.0017543779046465112,1.0735165341887944
1,40,2.6678790347972545,-0.9147720282891352,1.3509575641867144,-1.6383412740443746,-0.023411494355247132,-0.2543094494757614,-0.25849254275458405,0.5260932588475026,0.39566550264971334,-0.47415694689239996
1,30,8.337168509439035,-0.666500782957913,0.4383269558110684,-0.10588968441923886,-0.03143927434327559,-0.12402966216972364,-0.2051066613936851,0.40210360211124935,0.08947449054832317,0.46649925670860193
0,31,-11.784276176315865,-3.7151156507288876,-1.800053106258024,-0.8614518140540641,0.27432281954668225,1.2555013166058322,0.7446978230642202,-0.8009368717389168,-0.1684587128120953,-1.2201277279646696
1,31,4.081790979601124,0.19159525094359545,1.7619757361088586,0.8872775137589439,7.690018910228207,-0.11435110125271485,0.2901246380551486,0.020198166198706385,0.13319012307047576,0.3067945819911051
1,48,3.442064770905194,0.2313729409358808,-0.5100888344019203,0.39329301184353793,0.07706524550929966,0.20963133327841174,-0.06124399365374456,0.1575970185400779,0.45535699314412853,-0.2455058048872472
0,36,-2.5999881117517822,0.9348565396703991,-0.2922144560743208,0.6999954251242957,0.021944811303352078,0.30514385920484094,-0.27873575539530276,-0.6097980805322174,-0.9408867152140696,0.29985148666973227
0,36,-6.505624264708865,1.0833196755370404,-1.2333022914597185,1.2586484192814478,0.06647360571258053,0.5015995026452391,-0.174239564789335,0.09350777499606983,0.11824268212593064,0.627903368618023
1,49,4.383894189618646,3.6261975557640826,-0.6611970712512997,-1.6598767240612733,-7.543357038440885,-0.3050142549661577,1.2058923920166427,0.16419480722971735,-0.24150150919540453,0.3274806070951911
1,40,-3.073592349105546,-2.730815913277674,-0.4519573072210131,-0.8717157629334662,0.07971389765718208,0.2462430082835065,0.36543235097422494,-0.22618420644340845,0.15434661052333434,-0.002722051796611729
0,39,1.3377278379810815,1.0749287038212834,0.8371241503225719,-1.3779725525004183,0.17468483961599626,0.713704990440227,0.35384276606864706,-0.17871645262552419,-0.0024379420715848967,-0.039304523310376566
0,42,1.7393740057994984,0.5837625377603909,0.7942777098196332,-1.0076713061313136,0.10875092241190143,0.5360962282844567,0.2618540528849016,-0.16422117075610798,0.39099453511524607,0.4114451862878509
1,34,3.4339993650299387,-1.0136195870979345,-0.6487360007974498,0.2778721842767147,0.09073165410592765,0.6422865077042229,-0.6543185349901885,0.04399629689620513,0.10183042989890762,-0.4622690183438368
1,36,-2.383524733016843,-1.6178880533263047,-1.091415387749486,0.7631278195159695,0.01962594917621115,0.2892757681468193,-0.06143353361278188,-0.4002606787054391,-0.1465826077132963,0.04252043318164039
1,51,-1.0388949752585062,-1.4569963809556847,-0.48382144679298106,-0.005138998135865329,0.050782518674200874,0.30197087674016576,0.20933242836444027,-0.4848902857022506,0.1714931659707327,-0.528114650233371
0,48,-4.068219778137855,0.7216560838930298,-0.22968234341274762,0.9021654901388022,-0.06902890563924528,-0.493591263781112,0.8061184626578126,-0.5874301486964348,-0.2816602628064032,0.45368814849330774
1,48,2.17578189462625,0.2688726033653946,0.785573495287307,-0.20490513581699432,-0.027513812400445394,-0.09835605245200743,0.4143862251078807,-0.4684446727388092,-0.3785434450175087,0.01511355311310018
0,36,-1.545052770073981,-0.6258468452584637,0.17156215586988552,-1.0005740214231782,0.15270183039569166,0.9760854006996267,-0.18608297265659,-0.2193697906544793,-0.11891780592477776,0.5764470738313201
0,54,-3.0529379424536005,1.9157262776978692,0.4088190941379485,0.20357965626353985,-0.0023759128569188397,0.14784056260114212,-0.30222062256113413,0.045967555547507595,-0.024589908164892097,0.693660729388732
0,44,1.7657091816866766,-0.2990614363486226,-0.45609144580039557,0.14736402111148106,0.06348161639933352,0.21516468063501085,0.028838293700945455,0.45473195971821045,0.4735179882888906,0.1213539209715054
1,37,3.7947587227156463,0.632251540376004,0.17257458481272953,0.49663624135552614,-0.0033618659858887325,0.4449599691698018,-0.7271857956517654,-0.16945486373460567,-0.31955689360023115,-0.11098161976283162
1,41,-3.535361168024983,-3.4491118442990945,-1.0517692870097863,-0.6934697726807768,0.05289280652149999,-0.46100697378542843,1.1260568496734398,0.27818578654364173,0.5506303038185021,0.6399531451204391
1,38,3.906439344168664,-0.3380980476766413,0.35319479885360683,0.1133805738302763,-0.05513138632473992,-0.22790939127485654,-0.3043319112487274,-0.08327556304950016,-0.26097483071917604,-0.6019665944233911
1,30,3.207406660086764,-1.2455257424989363,-0.5563373876933603,0.09480479604614596,0.05561922782578276,0.1412144072269871,0.18217793256286052,-0.7699951427496776,-0.6596793957933862,0.13226405308213743
1,49,-0.29267954851178446,0.14549047937857154,0.1669143531182251,-0.21340611541527424,0.0011127146122476706,-0.2675838827631612,0.08821153878926097,0.37906760838063397,0.1266165312455317,0.09888317854732519
1,39,2.5378183957588445,4.1221971914538775,-5.645878600914197,-3.381613645934878,1.0349336210580569,-2.3493498898187655,-2.23274298416624,-1.2607128243721515,0.22439996349673738,0.628769882690386
1,36,-1.1416133066982328,-1.3387931559482953,-0.3196358001164344,-0.4701926340179822,0.09533156802344812,0.6944242164328509,-0.28823094905341945,-0.06177688111748903,-0.15350610985415297,0.42414424932192507
1,49,1.025802547713082,0.29716167321788933,1.0401304242773617,-0.6153272126995728,-0.09227359632902102,-0.510750335948842,-0.7113241006680934,0.9357360054961755,0.2587650014401354,-0.2861575195958336
1,32,8.042326643000603,-2.126559844851014,-0.03371919041204424,-0.46684563097884857,0.08249482541923223,1.0627622405940582,-0.9869654884999494,0.17341916529051432,0.00114086466514646,0.5650845832395807
0,55,0.36158531759304235,1.0195893633694673,0.7810424487056374,-0.30051885226639247,-3.9948821088782595e-05,0.374755469961137,-0.7531659663758504,0.44117672172272804,0.35482235936079676,0.8075408355706686
0,42,3.876841700515484,-0.20015054802278526,0.21090345719065964,0.03971179636306867,0.0427279328515333,0.34007185488721936,0.1367555289305693,-1.1772362525397102,-0.9701430255162208,-1.036115020777394
1,38,1.023984918142295,-1.50679905316137,-0.5609266860979937,0.24045195126507907,0.008879828881437906,0.01969538243288347,-0.18125682556022332,0.21724023476580423,0.16741879610814456,-0.09538980404801614
1,43,-0.23711547089374338,-2.196388435780487,-0.2739963385747925,-0.5751688094036883,0.031429807841507174,0.006083961103996961,0.05152138354254765,-0.38062101594331277,-0.6226303978293376,-0.25663651068466975
0,40,5.132072736033495,2.0929228935871182,2.076886476352625,-0.7454735845647625,-0.17369375247663815,-1.1230942060186726,-0.23638421173423427,0.9728899891213139,0.14473498897898443,1.3274545474163395
0,41,-3.4697307004907407,1.649167615655997,0.545957537360526,-0.16189736450671718,-0.04325660752907358,-0.4336558230821722,-0.17283151834346694,0.5384278313480451,-0.05392671724037705,-0.0870120178365653
1,40,-0.15542455816115522,-0.5817058128206547,0.8465303158169082,-1.8526634297944853,0.06700931076770886,-0.03878268524785598,-0.284596701238755,1.2590706896311459,0.9531562493042546,0.9696687112418872
