bResult,gamelength,golddiff_1,golddiff_2,golddiff_3,golddiff_4,golddiff_5,golddiff_6,golddiff_7,golddiff_8,golddiff_9,golddiff_10,golddiff_11,golddiff_12,golddiff_13,golddiff_14,golddiff_15,golddiff_16,golddiff_17,golddiff_18,golddiff_19,golddiff_20,golddiff_21,golddiff_22,golddiff_23,golddiff_24,golddiff_25,golddiff_26,golddiff_27,golddiff_28,golddiff_29,golddiff_30,dragondiff_1,dragondiff_2,dragondiff_3,dragondiff_4,dragondiff_5,dragondiff_6,dragondiff_7,dragondiff_8,dragondiff_9,dragondiff_10,dragondiff_11,dragondiff_12,dragondiff_13,dragondiff_14,dragondiff_15,dragondiff_16,dragondiff_17,dragondiff_18,dragondiff_19,dragondiff_20,dragondiff_21,dragondiff_22,dragondiff_23,dragondiff_24,dragondiff_25,dragondiff_26,dragondiff_27,dragondiff_28,dragondiff_29,dragondiff_30,barondiff_1,barondiff_2,barondiff_3,barondiff_4,barondiff_5,barondiff_6,barondiff_7,barondiff_8,barondiff_9,barondiff_10,barondiff_11,barondiff_12,barondiff_13,barondiff_14,barondiff_15,barondiff_16,barondiff_17,barondiff_18,barondiff_19,barondiff_20,barondiff_21,barondiff_22,barondiff_23,barondiff_24,barondiff_25,barondiff_26,barondiff_27,barondiff_28,barondiff_29,barondiff_30,heralddiff_1,heralddiff_2,heralddiff_3,heralddiff_4,heralddiff_5,heralddiff_6,heralddiff_7,heralddiff_8,heralddiff_9,heralddiff_10,heralddiff_11,heralddiff_12,heralddiff_13,heralddiff_14,heralddiff_15,heralddiff_16,heralddiff_17,heralddiff_18,heralddiff_19,heralddiff_20,heralddiff_21,heralddiff_22,heralddiff_23,heralddiff_24,heralddiff_25,heralddiff_26,heralddiff_27,heralddiff_28,heralddiff_29,heralddiff_30,towerdiff_1,towerdiff_2,towerdiff_3,towerdiff_4,towerdiff_5,towerdiff_6,towerdiff_7,towerdiff_8,towerdiff_9,towerdiff_10,towerdiff_11,towerdiff_12,towerdiff_13,towerdiff_14,towerdiff_15,towerdiff_16,towerdiff_17,towerdiff_18,towerdiff_19,towerdiff_20,towerdiff_21,towerdiff_22,towerdiff_23,towerdiff_24,towerdiff_25,towerdiff_26,towerdiff_27,towerdiff_28,towerdiff_29,towerdiff_30,inhibitordiff_1,inhibitordiff_2,inhibitordiff_3,inhibitordiff_4,inhibitordiff_5,inhibitordiff_6,inhibitordiff_7,inhibitordiff_8,inhibitordiff_9,inhibitordiff_10,inhibitordiff_11,inhibitordiff_12,inhibitordiff_13,inhibitordiff_14,inhibitordiff_15,inhibitordiff_16,inhibitordiff_17,inhibitordiff_18,inhibitordiff_19,inhibitordiff_20,inhibitordiff_21,inhibitordiff_22,inhibitordiff_23,inhibitordiff_24,inhibitordiff_25,inhibitordiff_26,inhibitordiff_27,inhibitordiff_28,inhibitordiff_29,inhibitordiff_30,killdiff_1,killdiff_2,killdiff_3,killdiff_4,killdiff_5,killdiff_6,killdiff_7,killdiff_8,killdiff_9,killdiff_10,killdiff_11,killdiff_12,killdiff_13,killdiff_14,killdiff_15,killdiff_16,killdiff_17,killdiff_18,killdiff_19,killdiff_20,killdiff_21,killdiff_22,killdiff_23,killdiff_24,killdiff_25,killdiff_26,killdiff_27,killdiff_28,killdiff_29,killdiff_30
0,40,0,0,135,80,100,-35,120,129,35,223,130,271,1326,1069,1101,753,987,1236,-74,-112,-1159,-1266,-2009,-1518,-1025,-629,-1281,-1519,-1972,-1727,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,-1,-1,-1,-1,-2,-1,-1,-1,-2,-3,-3,-2,-2
1,36,0,0,-12,108,713,1026,1003,1096,1739,2028,848,1025,647,1038,1205,1779,1921,1330,1026,811,1557,1604,-816,-113,-719,-533,-473,2307,2875,3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,-1,-2,-3,-3,-3,-6,-6,-6,-6,-7,-5,-5,-5,-5
1,43,0,16,140,82,26,95,1232,1015,910,-74,-205,32,-398,-478,-1311,-1364,-1722,-1433,-646,48,-131,579,504,844,164,-195,421,238,305,2662,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,0,1,0,0,0,0,-1,-1,-1,-1,-1,0,0
1,32,0,0,0,-88,380,385,1236,1670,1867,2314,3250,3010,3396,2676,2733,2891,4678,4673,5529,7182,6803,6967,6918,7295,9346,11995,13313,13776,14897,14699,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,4,3,3,3,3,4,4,6,6,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,0,1,1,3,4,5,5,5,5,5,4,4,4,6,6,6,8,8,8,8,9,12,15,15,16,16,16,11
1,32,0,0,43,-122,191,187,86,767,954,2080,2350,2619,2307,2260,3807,4062,4297,4733,4094,4459,4815,4270,4611,4434,4732,4309,3840,4338,4468,8188,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,1,1,1,5,4
1,39,0,0,543,387,387,922,757,574,613,-229,-327,-313,-747,-1375,-1431,-1029,-2500,-1157,-1353,-1354,-1407,-649,-617,-220,-223,-260,-299,59,-839,-825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-3,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,0,0,-20,-120,-173,241,-125,-59,180,196,-92,-10,-364,35,-88,14,60,938,2077,2292,2352,2285,2619,2992,2710,3290,3214,2553,2864,3239,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,4,4,4,4,4,4,8
0,34,0,0,42,-63,824,474,763,715,934,647,855,658,871,934,507,12,-43,-816,-968,-1743,-1731,-1788,-2132,-1953,-2178,-2146,-1758,-2976,-3191,-3048,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-3,-4,-4,-4,-4
0,48,0,0,59,24,140,-53,-114,-62,-269,-543,-826,-757,-1731,-2703,-3036,-3368,-3430,-4957,-5872,-5876,-5851,-6406,-5988,-6324,-6645,-7279,-7384,-8205,-9723,-10027,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-3,-3,-3,-3,-3,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1,40,0,0,17,21,-164,-41,-345,-291,-255,-172,-1227,-1172,-975,-908,162,852,364,483,871,1372,1335,1566,2174,1716,954,1578,2380,1681,2090,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,2,2,3,4,4,4,4,5,5,5,5,7
1,36,0,0,25,-148,-122,-389,-407,-239,-1067,-237,-398,-72,-274,-233,323,315,16,56,642,697,404,738,1014,2881,2877,3201,6548,7948,7353,8565,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5
0,36,0,0,147,85,-57,-489,-669,-1229,-749,-773,-857,-1079,-1447,-916,-1736,-2225,-2452,-3619,-3524,-3390,-3608,-3902,-4287,-4851,-7329,-6904,-6666,-7767,-8323,-9132,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-1,-1,-1,-1,-1,0,0,-2,-3,-4,-4,-4,-4,-4,-4,-5,-8,-7,-7,-7,-7,-7,-7
1,34,0,0,-20,-313,-289,-369,-658,-143,-340,109,24,294,187,115,25,-675,-2636,-2956,-1102,-1109,-1115,-1043,-916,-506,-387,-333,-1333,-2831,-1823,-996,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,-2,-3,-4,-1,-1,-1,-1,-1,0,1,1,1,0,1,2,2
0,36,0,0,-25,134,-186,-122,-76,-301,-498,-643,-614,-559,-855,-964,-2549,-2731,-2532,-3169,-3108,-3118,-3398,-3438,-3571,-3672,-5110,-6582,-6281,-6661,-6918,-7067,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-4,-4,-4,-4,-4,-6
1,58,0,0,-80,-104,579,990,1378,1642,2036,2173,2251,3478,3133,2837,3078,4468,3948,4024,4328,5543,5229,6091,6443,5108,5560,5687,6029,6174,6634,6848,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,2,2,2,3,3,3,3,4,4,5,5,3,3,3,3,3,3,3,4
1,36,0,0,55,47,340,443,635,767,1441,1332,1562,1874,1844,1348,1103,1630,2304,2168,2174,3467,3281,3173,2747,3015,3021,5366,4157,3987,4366,4595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
1,38,0,0,-88,-239,-41,727,707,593,242,433,738,689,1839,1512,2642,1797,896,1240,2218,2340,3852,4150,4379,5201,6469,6761,9001,10400,10451,11764,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,2,2,2,3,3,3,5,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,0,1,1,1,1,1,1,3,3,3,4,3,3,3,2
0,37,0,0,-95,-14,-37,-37,50,-707,-777,-1897,-1913,-2234,-2260,-1225,-1717,-2711,-2768,-2942,-3410,-4142,-4347,-3820,-4124,-3994,-3919,-4210,-4503,-4842,-4356,-4679,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-3,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3
0,36,0,0,-22,-233,-145,-198,83,-177,1,174,79,239,287,253,51,-1514,-1472,-2457,-2557,-1506,-1692,-2397,-1388,-48,57,-179,392,-1681,-1731,-1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-6,-5,-5,-5,-5,-3,-2,-2,-2,-2,-4,-3,-3,-3
1,39,0,10,141,566,533,642,492,315,270,463,101,164,235,-118,1565,2719,2924,3376,4044,4495,4252,4588,4618,4373,3966,4538,4518,4782,8033,9507,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,-1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,6,6,6
0,39,0,0,85,264,-561,-509,-661,-683,-2620,-2349,-2593,-2156,-1624,-2122,-1911,-2713,-3719,-4583,-4710,-5132,-5260,-5519,-4359,-4777,-5162,-5218,-5253,-5509,-4488,-4390,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-3,-3,-3,-2,-1,-2,-2,-2,-4,-5,-5,-5,-5,-5,-3,-3,-3,-3,-3,-3,-1,-1,-1
1,46,0,0,71,172,-405,-490,-7,-176,-343,-671,-685,-1391,-1557,-1411,-2756,-2695,-2479,-2869,-2484,-2722,-2909,-2219,-1726,-1727,-462,-970,269,-1429,-1633,-5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-1,-2,1,0,0,-1,-1
1,39,0,0,-65,126,488,335,163,468,438,599,2206,2039,2528,2475,2513,3555,3546,3856,3719,4071,3597,4260,3498,3973,4250,4467,4224,4864,4776,5788,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,1,1,1,4
1,34,0,0,95,371,291,738,369,1346,867,1124,518,800,725,676,94,-4,794,1974,1647,2349,2493,2362,2286,2314,3119,3476,3959,4509,5874,7922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,3,3,3,3,6,7,8
1,31,0,0,15,-137,144,238,235,112,568,367,471,74,315,240,-108,1511,888,897,973,1285,2025,2246,2013,1335,1328,886,1120,3440,5703,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,0,1,3,4
