bResult,gamelength,golddiff_1,golddiff_2,golddiff_3,golddiff_4,golddiff_5,golddiff_6,golddiff_7,golddiff_8,golddiff_9,golddiff_10,golddiff_11,golddiff_12,golddiff_13,golddiff_14,golddiff_15,golddiff_16,golddiff_17,golddiff_18,golddiff_19,golddiff_20,golddiff_21,golddiff_22,golddiff_23,golddiff_24,golddiff_25,golddiff_26,golddiff_27,golddiff_28,golddiff_29,golddiff_30,dragondiff_1,dragondiff_2,dragondiff_3,dragondiff_4,dragondiff_5,dragondiff_6,dragondiff_7,dragondiff_8,dragondiff_9,dragondiff_10,dragondiff_11,dragondiff_12,dragondiff_13,dragondiff_14,dragondiff_15,dragondiff_16,dragondiff_17,dragondiff_18,dragondiff_19,dragondiff_20,dragondiff_21,dragondiff_22,dragondiff_23,dragondiff_24,dragondiff_25,dragondiff_26,dragondiff_27,dragondiff_28,dragondiff_29,dragondiff_30,barondiff_1,barondiff_2,barondiff_3,barondiff_4,barondiff_5,barondiff_6,barondiff_7,barondiff_8,barondiff_9,barondiff_10,barondiff_11,barondiff_12,barondiff_13,barondiff_14,barondiff_15,barondiff_16,barondiff_17,barondiff_18,barondiff_19,barondiff_20,barondiff_21,barondiff_22,barondiff_23,barondiff_24,barondiff_25,barondiff_26,barondiff_27,barondiff_28,barondiff_29,barondiff_30,heralddiff_1,heralddiff_2,heralddiff_3,heralddiff_4,heralddiff_5,heralddiff_6,heralddiff_7,heralddiff_8,heralddiff_9,heralddiff_10,heralddiff_11,heralddiff_12,heralddiff_13,heralddiff_14,heralddiff_15,heralddiff_16,heralddiff_17,heralddiff_18,heralddiff_19,heralddiff_20,heralddiff_21,heralddiff_22,heralddiff_23,heralddiff_24,heralddiff_25,heralddiff_26,heralddiff_27,heralddiff_28,heralddiff_29,heralddiff_30,towerdiff_1,towerdiff_2,towerdiff_3,towerdiff_4,towerdiff_5,towerdiff_6,towerdiff_7,towerdiff_8,towerdiff_9,towerdiff_10,towerdiff_11,towerdiff_12,towerdiff_13,towerdiff_14,towerdiff_15,towerdiff_16,towerdiff_17,towerdiff_18,towerdiff_19,towerdiff_20,towerdiff_21,towerdiff_22,towerdiff_23,towerdiff_24,towerdiff_25,towerdiff_26,towerdiff_27,towerdiff_28,towerdiff_29,towerdiff_30,inhibitordiff_1,inhibitordiff_2,inhibitordiff_3,inhibitordiff_4,inhibitordiff_5,inhibitordiff_6,inhibitordiff_7,inhibitordiff_8,inhibitordiff_9,inhibitordiff_10,inhibitordiff_11,inhibitordiff_12,inhibitordiff_13,inhibitordiff_14,inhibitordiff_15,inhibitordiff_16,inhibitordiff_17,inhibitordiff_18,inhibitordiff_19,inhibitordiff_20,inhibitordiff_21,inhibitordiff_22,inhibitordiff_23,inhibitordiff_24,inhibitordiff_25,inhibitordiff_26,inhibitordiff_27,inhibitordiff_28,inhibitordiff_29,inhibitordiff_30,killdiff_1,killdiff_2,killdiff_3,killdiff_4,killdiff_5,killdiff_6,killdiff_7,killdiff_8,killdiff_9,killdiff_10,killdiff_11,killdiff_12,killdiff_13,killdiff_14,killdiff_15,killdiff_16,killdiff_17,killdiff_18,killdiff_19,killdiff_20,killdiff_21,killdiff_22,killdiff_23,killdiff_24,killdiff_25,killdiff_26,killdiff_27,killdiff_28,killdiff_29,killdiff_30
0,32,0,-8,-53,186,163,243,835,587,898,566,681,1065,1772,1938,1659,2345,2419,2075,2168,2433,1316,375,657,601,217,-496,-313,-289,-1073,-3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-2,-3,-3,-3,-3,-3,-3,-3,-5,-7,-7
1,41,0,0,70,68,-9,-397,-196,654,-4,41,-117,-656,-964,-644,-1301,-1088,-1116,-1118,-1942,-2980,-2970,-2717,-3417,-3008,-3038,-2538,-2736,-3339,-3999,-3914,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-2,-2,-2,-2,-3,-2,-4,-5,-5,-5,-6,-6,-6,-6,-6,-7,-8,-8,-8
0,31,0,0,75,-666,-881,-853,-252,-1821,-2032,-1901,-2230,-1965,-1793,-2502,-2456,-2350,-2463,-1155,-1166,-1635,-1853,-4179,-5415,-5566,-4844,-6395,-6030,-5447,-6752,-8824,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-3,-3,-4,-4,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-1,-1,-2,-2,-4,-4,-3,-3,-3,-3,-3,-6,-6,-10
1,43,0,27,-98,-75,-14,-110,-165,-354,-173,-213,-827,-423,141,149,-222,849,93,-256,-496,-942,-964,-1129,-1009,-449,-345,-1167,-740,-906,807,361,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2
0,43,0,0,71,-23,224,266,362,592,-150,-109,262,833,184,-209,-108,390,702,747,1807,1824,1505,1317,1532,3903,4188,4409,5235,5353,6007,4952,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0
1,35,0,0,40,-59,-433,151,279,70,396,403,386,592,509,729,1024,1094,1360,2029,1686,2576,2736,2150,2130,3624,4674,4162,4620,5667,6441,6077,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2
0,34,0,0,0,35,-68,187,-166,82,513,462,-259,-87,178,481,119,540,468,838,1272,1185,761,821,1461,1884,1575,-752,-671,-1087,-521,697,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,3,2,2,3,3,3,3,4,1,1,-2,-2,-3,-3,-2,-2
0,30,0,0,51,159,-69,-73,2,-591,-2161,-3204,-3330,-3405,-3721,-4592,-4281,-4698,-5187,-6352,-7264,-7615,-8074,-8138,-8497,-9607,-9726,-12287,-15206,-14506,-13731,-13476,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-3,-4,-4,-4,-7,-8,-8,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-3,-3,-4,-4,0,0,0,0,0,0,0,-3,-4,-4,-3,-3,-3,-2,-3,-3,-3,-5,-4,-4,-4,-4,-4,-5,-7,-7,-5,-5,-5,-7
0,37,0,2,-18,83,46,271,374,214,40,483,40,26,-86,-437,-418,-859,-971,-2750,-3593,-315,-2035,-3175,-3479,-5356,-6185,-6387,-5683,-5890,-5335,-7873,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-2,-3,-3,-3,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-3,-5,-2,-3,-3,-3,-4,-4,-4,-3,-3,-3,-3,-1
0,39,0,0,-12,-142,164,162,108,195,-35,24,-88,-94,-567,-527,-690,-604,-727,-1381,-1736,-2048,-1523,-1462,-1740,-1328,-1611,-1580,-2054,-1277,-1665,-1211,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1
1,34,0,0,32,327,432,1317,1159,1813,1746,3120,2821,2898,3256,3992,3044,3025,2349,1973,1169,1053,1153,3475,4215,4663,5035,5056,6604,7400,6088,6487,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,5,5,5,5,3,3,2,1,1,1,1,4,4,6,6,6,7,9,8,8,8
0,55,0,0,-23,-27,70,-286,-707,-844,-959,-1180,-1575,-1872,-1699,-928,-1406,-2222,-2035,-2289,-2475,-2168,-2145,-1124,-1378,-800,-680,-1158,-292,-638,-240,-1053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,0,0,0,0,1,1,1,1,0,0
0,39,0,3,-33,214,-127,-322,-635,-429,-449,-217,-520,-78,-33,120,-119,-537,-2024,-2836,-4197,-4540,-4218,-5302,-4920,-5547,-5395,-5564,-6293,-6589,-7214,-8043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,-1,-4,-4,-7,-7,-9,-12,-12,-12,-12,-13,-15,-16,-16,-16,-16
1,48,0,-30,524,558,473,433,197,-93,325,673,175,181,775,319,-302,-659,-601,-444,-567,-575,-398,-2800,-2422,-2080,-1705,-1601,-2151,-1926,-1678,-619,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2
1,36,0,10,36,64,9,294,246,-342,-127,219,2,-1487,-1237,-81,-286,-1265,-1363,-746,-2415,-1247,-1129,-504,-260,-16,-286,274,162,26,174,-574,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,2,3,3,3,2,2,3,3,3,4
1,44,0,-8,-67,-221,-94,-239,-337,-390,-242,-1119,-921,-1107,-540,-481,-1058,-1271,-1778,-1452,-1127,-2295,-1038,-1575,-1697,-1442,-1682,-1528,-646,-179,-294,-1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-6,-6
1,43,0,0,17,184,146,436,285,222,775,703,929,868,761,1120,1752,1260,864,868,967,1117,1999,1650,2249,2542,1806,1871,1723,2239,2636,3209,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5
0,36,0,-475,-475,-374,-523,-524,-642,-730,-1338,-1293,-1385,-1745,-2156,-2810,-3608,-3555,-4891,-5816,-6143,-6796,-6852,-7529,-8658,-11331,-10673,-10289,-10287,-9993,-8895,-9275,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-3,-3,-3,-4,-6,-6,-6,-7,-7,-6,-6,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-4,-6,-6,-6,-6,-6,-7,-8,-10,-10,-10,-9,-9,-8,-8,-8
1,30,0,0,-29,-42,374,457,812,672,758,-69,-860,-1373,139,-1095,-1683,-1851,-676,-1467,-992,-464,-177,1155,1907,1213,4834,4417,6635,8278,8199,11316,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-1,-2,-2,-1,-1,-1,0,0,0,0,2,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,1,1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,1,1,1,4,4,3,7,7,8,10,10,14,13
0,31,0,0,49,92,57,69,-59,-808,-968,-865,-1306,-1197,-1137,-1843,-2877,-2966,-4208,-4832,-5265,-6755,-7841,-7869,-9455,-10234,-11235,-12407,-11868,-12178,-13793,-15228,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-3,-4,-4,-5,-6,-6,-6,-6,-6,-6,-7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-4,-5,-6,-6,-6,-7,-7,-9,-12,-12,-12,-14,-15,-17
1,36,0,0,58,233,387,214,106,-70,-217,94,183,359,409,923,633,-102,270,916,660,685,993,-389,-764,-445,1316,780,580,1236,941,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-4,-4,-5,-6,-5,-4,-5,-5,-5,-5,-5,-5
1,36,0,0,-30,-50,-93,-240,-994,-427,-697,-477,-843,-1899,-1221,-1416,-1867,-1488,-2185,-2803,-2674,-319,507,-184,-248,-674,-775,-890,322,1428,1809,2189,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,2,3,3,3,4,4,4,4,4,4,4,4
1,33,0,0,-48,-49,-91,-6,-9,-348,-505,-597,-503,-2042,-1867,-2683,-2906,-2720,-2013,-1898,-2030,-1282,-1260,-328,-1201,-1066,-1050,479,1232,1750,3989,3735,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-1,0,0,0,3,3,3,3,3,5
1,38,0,0,76,152,55,1423,1267,1360,959,945,2059,1507,1552,1237,258,459,375,1408,1271,3400,4099,4414,5125,5793,6176,4866,4933,5182,4598,5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,1,1,1,1,1,4,5,5,6,6,6,4,4,4,4,6,6
1,39,0,510,561,532,691,172,1718,1093,1474,1196,1373,1379,1175,2004,2967,3059,2794,2348,2304,1663,1717,1665,1891,2307,3617,2883,3108,3406,3507,3490,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,5,5,4,4,4,2,2,2,2,2,3,2,2,2,2,2,2
